,X,id,value,location,dates,measure,micrograms,value1,value2
9078,9078,114682,0.28,Sakda,19-Feb-00,Ammonium,1000,280,0.018831125
9107,9107,96759,0.34,Boonsri,10-Mar-00,Ammonium,1000,340,0.022866366
9137,9137,97555,0.25,Boonsri,10-Mar-00,Ammonium,1000,250,0.016813505
9164,9164,98344,0.31,Boonsri,10-Mar-00,Ammonium,1000,310,0.020848746
9191,9191,103888,3.4,Kohsoom,12-Mar-00,Ammonium,1000,3400,0.228663663
9221,9221,104697,0.53,Chai,18-Mar-00,Ammonium,1000,530,0.03564463
9251,9251,105500,0.44,Chai,18-Mar-00,Ammonium,1000,440,0.029591768
9281,9281,106292,0.39,Chai,18-Mar-00,Ammonium,1000,390,0.026229067
9311,9311,107082,1.78,Somchair,19-Mar-00,Ammonium,1000,1780,0.119712153
9341,9341,107889,2.89,Busarakhan,19-Mar-00,Ammonium,1000,2890,0.194364113
9371,9371,113123,0.45,Sakda,23-Mar-00,Ammonium,1000,450,0.030264308
9401,9401,113924,0.62,Sakda,23-Mar-00,Ammonium,1000,620,0.041697491
9431,9431,114719,0.4,Sakda,23-Mar-00,Ammonium,1000,400,0.026901607
9461,9461,110726,0.61,Kannika,24-Mar-00,Ammonium,1000,610,0.041024951
9491,9491,111527,0.41,Kannika,24-Mar-00,Ammonium,1000,410,0.027574148
9521,9521,112324,0.51,Kannika,24-Mar-00,Ammonium,1000,510,0.034299549
9551,9551,96797,0.62,Boonsri,14-Apr-00,Ammonium,1000,620,0.041697491
9582,9582,97590,0.31,Boonsri,14-Apr-00,Ammonium,1000,310,0.020848746
9613,9613,98379,0.64,Boonsri,14-Apr-00,Ammonium,1000,640,0.043042572
9644,9644,103926,2.5,Kohsoom,16-Apr-00,Ammonium,1000,2500,0.168135046
9675,9675,104735,0.09,Chai,28-Apr-00,Ammonium,1000,90,0.006052862
9705,9705,105538,0.09,Chai,28-Apr-00,Ammonium,1000,90,0.006052862
9735,9735,106330,0.09,Chai,28-Apr-00,Ammonium,1000,90,0.006052862
9766,9766,107120,1.12,Somchair,28-Apr-00,Ammonium,1000,1120,0.075324501
9796,9796,107927,0.59,Busarakhan,29-Apr-00,Ammonium,1000,590,0.039679871
9827,9827,110764,0.09,Kannika,29-Apr-00,Ammonium,1000,90,0.006052862
9857,9857,111565,0.1,Kannika,29-Apr-00,Ammonium,1000,100,0.006725402
9887,9887,112362,0.11,Kannika,29-Apr-00,Ammonium,1000,110,0.007397942
9917,9917,113161,0.08,Sakda,29-Apr-00,Ammonium,1000,80,0.005380321
9948,9948,113962,0.09,Sakda,29-Apr-00,Ammonium,1000,90,0.006052862
9979,9979,114757,0.1,Sakda,29-Apr-00,Ammonium,1000,100,0.006725402
10009,10009,96836,0.4,Boonsri,12-May-00,Ammonium,1000,400,0.026901607
10038,10038,97629,0.37,Boonsri,12-May-00,Ammonium,1000,370,0.024883987
10066,10066,98418,0.33,Boonsri,12-May-00,Ammonium,1000,330,0.022193826
10094,10094,103965,2.9,Kohsoom,14-May-00,Ammonium,1000,2900,0.195036653
10124,10124,104772,0.98,Chai,19-May-00,Ammonium,1000,980,0.065908938
10154,10154,105576,0.87,Chai,19-May-00,Ammonium,1000,870,0.058510996
10184,10184,106368,0.73,Chai,19-May-00,Ammonium,1000,730,0.049095433
10214,10214,107158,1.73,Somchair,20-May-00,Ammonium,1000,1730,0.116349452
10244,10244,113200,1.44,Sakda,26-May-00,Ammonium,1000,1440,0.096845787
10274,10274,114001,0.81,Sakda,26-May-00,Ammonium,1000,810,0.054475755
10304,10304,114795,0.8,Sakda,26-May-00,Ammonium,1000,800,0.053803215
10334,10334,107966,1.11,Busarakhan,27-May-00,Ammonium,1000,1110,0.07465196
10364,10364,110802,1.23,Kannika,27-May-00,Ammonium,1000,1230,0.082722443
10394,10394,111603,1.06,Kannika,27-May-00,Ammonium,1000,1060,0.07128926
10424,10424,112399,1.26,Kannika,27-May-00,Ammonium,1000,1260,0.084740063
10454,10454,96873,0.29,Boonsri,09-Jun-00,Ammonium,1000,290,0.019503665
10485,10485,97665,0.19,Boonsri,09-Jun-00,Ammonium,1000,190,0.012778264
10516,10516,98454,0.27,Boonsri,09-Jun-00,Ammonium,1000,270,0.018158585
10547,10547,113238,0.04,Sakda,24-Jun-00,Ammonium,1000,40,0.002690161
10575,10575,114039,0.04,Sakda,24-Jun-00,Ammonium,1000,40,0.002690161
10603,10603,114833,0.04,Sakda,24-Jun-00,Ammonium,1000,40,0.002690161
10631,10631,110840,0.06,Kannika,25-Jun-00,Ammonium,1000,60,0.004035241
10659,10659,111641,0.06,Kannika,25-Jun-00,Ammonium,1000,60,0.004035241
10687,10687,112437,0.05,Kannika,25-Jun-00,Ammonium,1000,50,0.003362701
10715,10715,108004,0.05,Busarakhan,26-Jun-00,Ammonium,1000,50,0.003362701
10743,10743,107196,0.08,Somchair,27-Jun-00,Ammonium,1000,80,0.005380321
10771,10771,104810,0.05,Chai,28-Jun-00,Ammonium,1000,50,0.003362701
10799,10799,105614,0.03,Chai,28-Jun-00,Ammonium,1000,30,0.002017621
10829,10829,106406,0.03,Chai,28-Jun-00,Ammonium,1000,30,0.002017621
10859,10859,104003,1.03,Kohsoom,29-Jun-00,Ammonium,1000,1030,0.069271639
10889,10889,96912,0.29,Boonsri,14-Jul-00,Ammonium,1000,290,0.019503665
10916,10916,97704,0.52,Boonsri,14-Jul-00,Ammonium,1000,520,0.03497209
10943,10943,98493,0.31,Boonsri,14-Jul-00,Ammonium,1000,310,0.020848746
11006,11006,104047,1.48,Kohsoom,16-Jul-00,Ammonium,1000,1480,0.099535947
11033,11033,104851,1.24,Chai,21-Jul-00,Ammonium,1000,1240,0.083394983
11059,11059,105652,1.11,Chai,21-Jul-00,Ammonium,1000,1110,0.07465196
11083,11083,106443,0.87,Chai,21-Jul-00,Ammonium,1000,870,0.058510996
11109,11109,107238,1.44,Somchair,27-Jul-00,Ammonium,1000,1440,0.096845787
11135,11135,108046,1.05,Busarakhan,28-Jul-00,Ammonium,1000,1050,0.070616719
11161,11161,110875,0.3,Kannika,28-Jul-00,Ammonium,1000,300,0.020176206
11188,11188,111677,0.57,Kannika,28-Jul-00,Ammonium,1000,570,0.038334791
11215,11215,112478,0.35,Kannika,28-Jul-00,Ammonium,1000,350,0.023538906
11242,11242,113273,0.8,Sakda,29-Jul-00,Ammonium,1000,800,0.053803215
11269,11269,114075,0.38,Sakda,29-Jul-00,Ammonium,1000,380,0.025556527
11296,11296,114874,0.31,Sakda,29-Jul-00,Ammonium,1000,310,0.020848746
11359,11359,96947,0.24,Boonsri,17-Aug-00,Ammonium,1000,240,0.016140964
11386,11386,97739,0.28,Boonsri,17-Aug-00,Ammonium,1000,280,0.018831125
11413,11413,98528,0.26,Boonsri,17-Aug-00,Ammonium,1000,260,0.017486045
11440,11440,104088,1.4,Kohsoom,25-Aug-00,Ammonium,1000,1400,0.094155626
11468,11468,104893,0.21,Chai,26-Aug-00,Ammonium,1000,210,0.014123344
11495,11495,105684,0.22,Chai,26-Aug-00,Ammonium,1000,220,0.014795884
11522,11522,106475,0.2,Chai,26-Aug-00,Ammonium,1000,200,0.013450804
11550,11550,107278,0.31,Somchair,27-Aug-00,Ammonium,1000,310,0.020848746
11576,11576,108086,0.16,Busarakhan,28-Aug-00,Ammonium,1000,160,0.010760643
11604,11604,110916,0.19,Kannika,28-Aug-00,Ammonium,1000,190,0.012778264
11631,11631,111712,0.19,Kannika,28-Aug-00,Ammonium,1000,190,0.012778264
11658,11658,112513,0.19,Kannika,28-Aug-00,Ammonium,1000,190,0.012778264
11685,11685,113314,0.23,Sakda,29-Aug-00,Ammonium,1000,230,0.015468424
11712,11712,114110,0.22,Sakda,29-Aug-00,Ammonium,1000,220,0.014795884
11739,11739,114909,0.22,Sakda,29-Aug-00,Ammonium,1000,220,0.014795884
11766,11766,96981,0.76,Boonsri,08-Sep-00,Ammonium,1000,760,0.051113054
11792,11792,97774,0.45,Boonsri,08-Sep-00,Ammonium,1000,450,0.030264308
11818,11818,98562,0.49,Boonsri,08-Sep-00,Ammonium,1000,490,0.032954469
11844,11844,104124,2.4,Kohsoom,10-Sep-00,Ammonium,1000,2400,0.161409644
11871,11871,113349,0.56,Sakda,21-Sep-00,Ammonium,1000,560,0.03766225
11897,11897,114144,0.36,Sakda,21-Sep-00,Ammonium,1000,360,0.024211447
11923,11923,114943,0.3,Sakda,21-Sep-00,Ammonium,1000,300,0.020176206
11949,11949,104927,0.33,Chai,23-Sep-00,Ammonium,1000,330,0.022193826
11976,11976,105719,0.25,Chai,23-Sep-00,Ammonium,1000,250,0.016813505
12003,12003,106510,0.4,Chai,23-Sep-00,Ammonium,1000,400,0.026901607
12027,12027,110950,0.58,Kannika,23-Sep-00,Ammonium,1000,580,0.039007331
12053,12053,111747,0.43,Kannika,23-Sep-00,Ammonium,1000,430,0.028919228
12080,12080,112547,0.4,Kannika,23-Sep-00,Ammonium,1000,400,0.026901607
12106,12106,107312,1.64,Somchair,24-Sep-00,Ammonium,1000,1640,0.11029659
12133,12133,108122,1.49,Busarakhan,24-Sep-00,Ammonium,1000,1490,0.100208487
12160,12160,97015,0.49,Boonsri,06-Oct-00,Ammonium,1000,490,0.032954469
12187,12187,97808,0.23,Boonsri,06-Oct-00,Ammonium,1000,230,0.015468424
12214,12214,98596,0.24,Boonsri,06-Oct-00,Ammonium,1000,240,0.016140964
12241,12241,104159,2,Kohsoom,15-Oct-00,Ammonium,1000,2000,0.134508037
12268,12268,104962,0.17,Chai,16-Oct-00,Ammonium,1000,170,0.011433183
12295,12295,105754,0.18,Chai,16-Oct-00,Ammonium,1000,180,0.012105723
12322,12322,106542,0.18,Chai,16-Oct-00,Ammonium,1000,180,0.012105723
12348,12348,107347,0.21,Somchair,17-Oct-00,Ammonium,1000,210,0.014123344
12375,12375,108157,0.2,Busarakhan,18-Oct-00,Ammonium,1000,200,0.013450804
12401,12401,110984,0.18,Kannika,18-Oct-00,Ammonium,1000,180,0.012105723
12429,12429,111782,0.19,Kannika,18-Oct-00,Ammonium,1000,190,0.012778264
12456,12456,112581,0.21,Kannika,18-Oct-00,Ammonium,1000,210,0.014123344
12483,12483,113383,0.17,Sakda,19-Oct-00,Ammonium,1000,170,0.011433183
12510,12510,114178,0.15,Sakda,19-Oct-00,Ammonium,1000,150,0.010088103
12537,12537,114977,0.17,Sakda,19-Oct-00,Ammonium,1000,170,0.011433183
12564,12564,97050,0.58,Boonsri,10-Nov-00,Ammonium,1000,580,0.039007331
12590,12590,97843,0.33,Boonsri,10-Nov-00,Ammonium,1000,330,0.022193826
12615,12615,98631,0.6,Boonsri,10-Nov-00,Ammonium,1000,600,0.040352411
12640,12640,104193,1.9,Kohsoom,12-Nov-00,Ammonium,1000,1900,0.127782635
12666,12666,104997,0.42,Chai,18-Nov-00,Ammonium,1000,420,0.028246688
12692,12692,105789,0.25,Chai,18-Nov-00,Ammonium,1000,250,0.016813505
12718,12718,106576,0.25,Chai,18-Nov-00,Ammonium,1000,250,0.016813505
12743,12743,107382,0.58,Somchair,23-Nov-00,Ammonium,1000,580,0.039007331
12769,12769,113418,0.22,Sakda,23-Nov-00,Ammonium,1000,220,0.014795884
12795,12795,114213,0.31,Sakda,23-Nov-00,Ammonium,1000,310,0.020848746
12821,12821,115012,0.39,Sakda,23-Nov-00,Ammonium,1000,390,0.026229067
12847,12847,108191,0.42,Busarakhan,24-Nov-00,Ammonium,1000,420,0.028246688
12872,12872,111020,0.23,Kannika,25-Nov-00,Ammonium,1000,230,0.015468424
12898,12898,111817,0.25,Kannika,25-Nov-00,Ammonium,1000,250,0.016813505
12924,12924,112616,0.29,Kannika,25-Nov-00,Ammonium,1000,290,0.019503665
12950,12950,105031,0.3,Chai,03-Dec-00,Ammonium,1000,300,0.020176206
12976,12976,105823,0.25,Chai,03-Dec-00,Ammonium,1000,250,0.016813505
13002,13002,106609,0.36,Chai,03-Dec-00,Ammonium,1000,360,0.024211447
13028,13028,107416,0.48,Somchair,04-Dec-00,Ammonium,1000,480,0.032281929
13054,13054,108224,0.49,Busarakhan,04-Dec-00,Ammonium,1000,490,0.032954469
13080,13080,97084,0.62,Boonsri,08-Dec-00,Ammonium,1000,620,0.041697491
13106,13106,97876,0.53,Boonsri,08-Dec-00,Ammonium,1000,530,0.03564463
13132,13132,98664,0.56,Boonsri,08-Dec-00,Ammonium,1000,560,0.03766225
13158,13158,104227,0.58,Kohsoom,10-Dec-00,Ammonium,1000,580,0.039007331
13185,13185,111054,0.38,Kannika,30-Dec-00,Ammonium,1000,380,0.025556527
13211,13211,111851,0.53,Kannika,30-Dec-00,Ammonium,1000,530,0.03564463
13237,13237,112650,0.35,Kannika,30-Dec-00,Ammonium,1000,350,0.023538906
13263,13263,113452,0.89,Sakda,30-Dec-00,Ammonium,1000,890,0.059856076
13289,13289,114247,0.18,Sakda,30-Dec-00,Ammonium,1000,180,0.012105723
13315,13315,115046,0.16,Sakda,30-Dec-00,Ammonium,1000,160,0.010760643
13341,13341,166031,0.55,Chai,16-Jan-01,Ammonium,1000,550,0.03698971
13368,13368,166750,0.45,Chai,16-Jan-01,Ammonium,1000,450,0.030264308
13395,13395,167466,0.46,Chai,16-Jan-01,Ammonium,1000,460,0.030936848
13422,13422,168182,0.53,Somchair,17-Jan-01,Ammonium,1000,530,0.03564463
13447,13447,168889,0.39,Busarakhan,17-Jan-01,Ammonium,1000,390,0.026229067
13473,13473,158798,0.48,Boonsri,20-Jan-01,Ammonium,1000,480,0.032281929
13490,13490,159484,0.3,Boonsri,20-Jan-01,Ammonium,1000,300,0.020176206
13507,13507,160167,0.34,Boonsri,20-Jan-01,Ammonium,1000,340,0.022866366
13524,13524,173707,0.3,Sakda,25-Jan-01,Ammonium,1000,300,0.020176206
13552,13552,174453,0.47,Sakda,25-Jan-01,Ammonium,1000,470,0.031609389
13580,13580,175199,0.39,Sakda,25-Jan-01,Ammonium,1000,390,0.026229067
13608,13608,171478,0.52,Kannika,27-Jan-01,Ammonium,1000,520,0.03497209
13636,13636,172222,0.5,Kannika,27-Jan-01,Ammonium,1000,500,0.033627009
13664,13664,172965,0.61,Kannika,27-Jan-01,Ammonium,1000,610,0.041024951
13692,13692,165278,2.6,Kohsoom,28-Jan-01,Ammonium,1000,2600,0.174860448
13721,13721,166065,0.35,Chai,17-Feb-01,Ammonium,1000,350,0.023538906
13751,13751,166784,0.32,Chai,17-Feb-01,Ammonium,1000,320,0.021521286
13781,13781,167500,0.28,Chai,17-Feb-01,Ammonium,1000,280,0.018831125
13811,13811,165314,1.4,Kohsoom,18-Feb-01,Ammonium,1000,1400,0.094155626
13840,13840,168214,0.41,Somchair,18-Feb-01,Ammonium,1000,410,0.027574148
13870,13870,168922,0.69,Busarakhan,18-Feb-01,Ammonium,1000,690,0.046405273
13900,13900,173742,0.49,Sakda,22-Feb-01,Ammonium,1000,490,0.032954469
13930,13930,174488,0.49,Sakda,22-Feb-01,Ammonium,1000,490,0.032954469
13960,13960,175234,0.51,Sakda,22-Feb-01,Ammonium,1000,510,0.034299549
13990,13990,171513,0.42,Kannika,24-Feb-01,Ammonium,1000,420,0.028246688
14020,14020,172257,0.34,Kannika,24-Feb-01,Ammonium,1000,340,0.022866366
14050,14050,173000,0.34,Kannika,24-Feb-01,Ammonium,1000,340,0.022866366
14080,14080,158822,0.35,Boonsri,10-Mar-01,Ammonium,1000,350,0.023538906
14097,14097,159508,0.25,Boonsri,10-Mar-01,Ammonium,1000,250,0.016813505
14114,14114,160191,0.15,Boonsri,10-Mar-01,Ammonium,1000,150,0.010088103
14131,14131,165350,0.95,Kohsoom,18-Mar-01,Ammonium,1000,950,0.063891318
14158,14158,173779,0.11,Sakda,22-Mar-01,Ammonium,1000,110,0.007397942
14188,14188,174525,0.25,Sakda,22-Mar-01,Ammonium,1000,250,0.016813505
14218,14218,175271,0.21,Sakda,22-Mar-01,Ammonium,1000,210,0.014123344
14248,14248,171550,0.3,Kannika,25-Mar-01,Ammonium,1000,300,0.020176206
14278,14278,172294,0.3,Kannika,25-Mar-01,Ammonium,1000,300,0.020176206
14308,14308,173037,0.3,Kannika,25-Mar-01,Ammonium,1000,300,0.020176206
14338,14338,166102,0.51,Chai,31-Mar-01,Ammonium,1000,510,0.034299549
14368,14368,166821,0.39,Chai,31-Mar-01,Ammonium,1000,390,0.026229067
14398,14398,167537,0.36,Chai,31-Mar-01,Ammonium,1000,360,0.024211447
14428,14428,168251,0.66,Somchair,31-Mar-01,Ammonium,1000,660,0.044387652
14458,14458,168959,0.24,Busarakhan,31-Mar-01,Ammonium,1000,240,0.016140964
14488,14488,158846,0.24,Boonsri,19-Apr-01,Ammonium,1000,240,0.016140964
14516,14516,159532,0.2,Boonsri,19-Apr-01,Ammonium,1000,200,0.013450804
14543,14543,160215,0.19,Boonsri,19-Apr-01,Ammonium,1000,190,0.012778264
14570,14570,165384,1.94,Kohsoom,27-Apr-01,Ammonium,1000,1940,0.130472796
14599,14599,166139,0.16,Chai,27-Apr-01,Ammonium,1000,160,0.010760643
14628,14628,166858,0.18,Chai,27-Apr-01,Ammonium,1000,180,0.012105723
14657,14657,167574,0.16,Chai,27-Apr-01,Ammonium,1000,160,0.010760643
14686,14686,168288,0.23,Somchair,29-Apr-01,Ammonium,1000,230,0.015468424
14716,14716,168996,0.31,Busarakhan,29-Apr-01,Ammonium,1000,310,0.020848746
14745,14745,171587,0.35,Kannika,29-Apr-01,Ammonium,1000,350,0.023538906
14774,14774,172331,0.25,Kannika,29-Apr-01,Ammonium,1000,250,0.016813505
14803,14803,173074,0.36,Kannika,29-Apr-01,Ammonium,1000,360,0.024211447
14832,14832,173816,0.41,Sakda,30-Apr-01,Ammonium,1000,410,0.027574148
14861,14861,174562,0.27,Sakda,30-Apr-01,Ammonium,1000,270,0.018158585
14890,14890,175308,0.27,Sakda,30-Apr-01,Ammonium,1000,270,0.018158585
14919,14919,158880,0.23,Boonsri,04-May-01,Ammonium,1000,230,0.015468424
14946,14946,159565,0.2,Boonsri,04-May-01,Ammonium,1000,200,0.013450804
14970,14970,160248,0.25,Boonsri,04-May-01,Ammonium,1000,250,0.016813505
14994,14994,165419,1.66,Kohsoom,13-May-01,Ammonium,1000,1660,0.111641671
15024,15024,166174,0.19,Chai,27-May-01,Ammonium,1000,190,0.012778264
15054,15054,166893,0.48,Chai,27-May-01,Ammonium,1000,480,0.032281929
15084,15084,167609,0.71,Chai,27-May-01,Ammonium,1000,710,0.047750353
15113,15113,171622,0.17,Kannika,27-May-01,Ammonium,1000,170,0.011433183
15143,15143,172366,0.28,Kannika,27-May-01,Ammonium,1000,280,0.018831125
15173,15173,173109,0.24,Kannika,27-May-01,Ammonium,1000,240,0.016140964
15203,15203,173851,0.25,Sakda,27-May-01,Ammonium,1000,250,0.016813505
15233,15233,174597,0.31,Sakda,27-May-01,Ammonium,1000,310,0.020848746
15263,15263,175343,0.24,Sakda,27-May-01,Ammonium,1000,240,0.016140964
15293,15293,168324,0.27,Somchair,28-May-01,Ammonium,1000,270,0.018158585
15323,15323,169031,0.2,Busarakhan,28-May-01,Ammonium,1000,200,0.013450804
15353,15353,158914,0.17,Boonsri,06-Jun-01,Ammonium,1000,170,0.011433183
15383,15383,159596,0.12,Boonsri,06-Jun-01,Ammonium,1000,120,0.008070482
15413,15413,160279,0.12,Boonsri,06-Jun-01,Ammonium,1000,120,0.008070482
15443,15443,165456,2.94,Kohsoom,19-Jun-01,Ammonium,1000,2940,0.197726814
15474,15474,166211,0.25,Chai,19-Jun-01,Ammonium,1000,250,0.016813505
15505,15505,166930,0.24,Chai,19-Jun-01,Ammonium,1000,240,0.016140964
15536,15536,167645,0.16,Chai,19-Jun-01,Ammonium,1000,160,0.010760643
15567,15567,168361,0.23,Somchair,21-Jun-01,Ammonium,1000,230,0.015468424
15597,15597,169068,0.29,Busarakhan,21-Jun-01,Ammonium,1000,290,0.019503665
15627,15627,171659,0.24,Kannika,21-Jun-01,Ammonium,1000,240,0.016140964
15657,15657,172403,0.29,Kannika,21-Jun-01,Ammonium,1000,290,0.019503665
15685,15685,173146,0.23,Kannika,21-Jun-01,Ammonium,1000,230,0.015468424
15715,15715,173888,0.5,Sakda,21-Jun-01,Ammonium,1000,500,0.033627009
15746,15746,174634,0.23,Sakda,21-Jun-01,Ammonium,1000,230,0.015468424
15776,15776,175380,0.28,Sakda,21-Jun-01,Ammonium,1000,280,0.018831125
15807,15807,166249,0.35,Chai,07-Jul-01,Ammonium,1000,350,0.023538906
15835,15835,166968,0.36,Chai,07-Jul-01,Ammonium,1000,360,0.024211447
15862,15862,167683,0.21,Chai,07-Jul-01,Ammonium,1000,210,0.014123344
15889,15889,158951,0.12,Boonsri,27-Jul-01,Ammonium,1000,120,0.008070482
15913,15913,159633,0.05,Boonsri,27-Jul-01,Ammonium,1000,50,0.003362701
15937,15937,160316,0.04,Boonsri,27-Jul-01,Ammonium,1000,40,0.002690161
15963,15963,165494,1.8,Kohsoom,27-Jul-01,Ammonium,1000,1800,0.121057233
15990,15990,171696,0.33,Kannika,27-Jul-01,Ammonium,1000,330,0.022193826
16015,16015,172438,0.31,Kannika,27-Jul-01,Ammonium,1000,310,0.020848746
16041,16041,173183,0.39,Kannika,27-Jul-01,Ammonium,1000,390,0.026229067
16066,16066,173926,0.37,Sakda,27-Jul-01,Ammonium,1000,370,0.024883987
16092,16092,174671,0.34,Sakda,27-Jul-01,Ammonium,1000,340,0.022866366
16117,16117,175418,0.35,Sakda,27-Jul-01,Ammonium,1000,350,0.023538906
16141,16141,168398,0.35,Somchair,28-Jul-01,Ammonium,1000,350,0.023538906
16167,16167,169105,0.45,Busarakhan,28-Jul-01,Ammonium,1000,450,0.030264308
16191,16191,158981,0.1,Boonsri,04-Aug-01,Ammonium,1000,100,0.006725402
16220,16220,159663,0.13,Boonsri,04-Aug-01,Ammonium,1000,130,0.008743022
16248,16248,160348,0.12,Boonsri,04-Aug-01,Ammonium,1000,120,0.008070482
16277,16277,165527,1.5,Kohsoom,26-Aug-01,Ammonium,1000,1500,0.100881028
16306,16306,166283,0.09,Chai,26-Aug-01,Ammonium,1000,90,0.006052862
16336,16336,167001,0.1,Chai,26-Aug-01,Ammonium,1000,100,0.006725402
16366,16366,167717,0.1,Chai,26-Aug-01,Ammonium,1000,100,0.006725402
16395,16395,168431,0.25,Somchair,28-Aug-01,Ammonium,1000,250,0.016813505
16423,16423,169136,0.23,Busarakhan,28-Aug-01,Ammonium,1000,230,0.015468424
16452,16452,171728,0.13,Kannika,28-Aug-01,Ammonium,1000,130,0.008743022
16480,16480,172470,0.15,Kannika,28-Aug-01,Ammonium,1000,150,0.010088103
16508,16508,173214,0.15,Kannika,28-Aug-01,Ammonium,1000,150,0.010088103
16535,16535,173958,0.12,Sakda,29-Aug-01,Ammonium,1000,120,0.008070482
16564,16564,174702,0.13,Sakda,29-Aug-01,Ammonium,1000,130,0.008743022
16593,16593,175448,0.1,Sakda,29-Aug-01,Ammonium,1000,100,0.006725402
16620,16620,159016,0.17,Boonsri,14-Sep-01,Ammonium,1000,170,0.011433183
16645,16645,159697,0.19,Boonsri,14-Sep-01,Ammonium,1000,190,0.012778264
16670,16670,160383,0.21,Boonsri,14-Sep-01,Ammonium,1000,210,0.014123344
16695,16695,165562,1.82,Kohsoom,16-Sep-01,Ammonium,1000,1820,0.122402314
16714,16714,166319,0.53,Chai,22-Sep-01,Ammonium,1000,530,0.03564463
16741,16741,167037,0.23,Chai,22-Sep-01,Ammonium,1000,230,0.015468424
16768,16768,167752,0.21,Chai,22-Sep-01,Ammonium,1000,210,0.014123344
16795,16795,168466,0.42,Somchair,23-Sep-01,Ammonium,1000,420,0.028246688
16815,16815,169172,0.31,Busarakhan,23-Sep-01,Ammonium,1000,310,0.020848746
16842,16842,171762,0.28,Kannika,25-Sep-01,Ammonium,1000,280,0.018831125
16868,16868,172504,0.34,Kannika,25-Sep-01,Ammonium,1000,340,0.022866366
16894,16894,173247,0.25,Kannika,25-Sep-01,Ammonium,1000,250,0.016813505
16920,16920,173993,0.26,Sakda,25-Sep-01,Ammonium,1000,260,0.017486045
16946,16946,174737,0.22,Sakda,25-Sep-01,Ammonium,1000,220,0.014795884
16972,16972,175481,0.28,Sakda,25-Sep-01,Ammonium,1000,280,0.018831125
16998,16998,159047,0.19,Boonsri,12-Oct-01,Ammonium,1000,190,0.012778264
17022,17022,159728,0.19,Boonsri,12-Oct-01,Ammonium,1000,190,0.012778264
17047,17047,160414,0.26,Boonsri,12-Oct-01,Ammonium,1000,260,0.017486045
17070,17070,165588,1.9,Kohsoom,14-Oct-01,Ammonium,1000,1900,0.127782635
17142,17142,168492,0.3,Somchair,18-Nov-01,Ammonium,1000,300,0.020176206
17168,17168,169206,0.46,Busarakhan,18-Nov-01,Ammonium,1000,460,0.030936848
17195,17195,166353,0.2,Chai,22-Nov-01,Ammonium,1000,200,0.013450804
17221,17221,167070,0.3,Chai,22-Nov-01,Ammonium,1000,300,0.020176206
17246,17246,167786,0.29,Chai,22-Nov-01,Ammonium,1000,290,0.019503665
17271,17271,171795,1.72,Kannika,23-Nov-01,Ammonium,1000,1720,0.115676912
17295,17295,172537,0.47,Kannika,23-Nov-01,Ammonium,1000,470,0.031609389
17320,17320,173280,0.2,Kannika,23-Nov-01,Ammonium,1000,200,0.013450804
17344,17344,174025,0.33,Sakda,23-Nov-01,Ammonium,1000,330,0.022193826
17369,17369,174770,0.22,Sakda,23-Nov-01,Ammonium,1000,220,0.014795884
17395,17395,175513,0.34,Sakda,23-Nov-01,Ammonium,1000,340,0.022866366
17421,17421,159087,0.66,Boonsri,07-Dec-01,Ammonium,1000,660,0.044387652
17447,17447,159770,0.38,Boonsri,07-Dec-01,Ammonium,1000,380,0.025556527
17473,17473,160455,0.43,Boonsri,07-Dec-01,Ammonium,1000,430,0.028919228
17499,17499,165633,1.55,Kohsoom,09-Dec-01,Ammonium,1000,1550,0.104243729
17526,17526,171825,0.5,Kannika,21-Dec-01,Ammonium,1000,500,0.033627009
17553,17553,172568,0.4,Kannika,21-Dec-01,Ammonium,1000,400,0.026901607
17580,17580,173310,0.36,Kannika,21-Dec-01,Ammonium,1000,360,0.024211447
17607,17607,174056,0.48,Sakda,21-Dec-01,Ammonium,1000,480,0.032281929
17634,17634,174802,0.46,Sakda,21-Dec-01,Ammonium,1000,460,0.030936848
17661,17661,175545,0.51,Sakda,21-Dec-01,Ammonium,1000,510,0.034299549
17687,17687,238881,0.66,Busarakhan,24-Jan-02,Ammonium,1000,660,0.044387652
17700,17700,238898,0.73,Busarakhan,25-Jan-02,Ammonium,1000,730,0.049095433
17713,17713,238915,0.71,Busarakhan,26-Jan-02,Ammonium,1000,710,0.047750353
17727,17727,241947,0.13,Kannika,27-Jan-02,Ammonium,1000,130,0.008743022
17738,17738,242651,0.05,Kannika,27-Jan-02,Ammonium,1000,50,0.003362701
17749,17749,243347,0.11,Kannika,27-Jan-02,Ammonium,1000,110,0.007397942
17760,17760,244039,0.07,Sakda,27-Jan-02,Ammonium,1000,70,0.004707781
17771,17771,244742,0.15,Sakda,27-Jan-02,Ammonium,1000,150,0.010088103
17782,17782,245436,0.02,Sakda,27-Jan-02,Ammonium,1000,20,0.00134508
